"Provisional weekly death counts, by selected grouped causes of death c 1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20"
"Frequency: Weekly"
"Table: 13-10-0810-01"
"Release date: 2023-05-11"
"Geography: Canada, Province or territory"
""
""

,"Cause of death (ICD-10)  3 4 5 6 13 14 15 16 17 18 19","Intentional self-harm (suicide)"
,"Characteristics 22","Number of deaths"
"Geography, place of occurrence 21","Reference period"
,,"Number"
,"January 5, 2013","25"
,"January 12, 2013","15"
,"January 19, 2013","20"
,"January 26, 2013","25"
,"February 2, 2013","15"
,"February 9, 2013","20"
,"February 16, 2013","25"
,"February 23, 2013","20"
,"March 2, 2013","25"
,"March 9, 2013","20"
,"March 16, 2013","30"
,"March 23, 2013","20"
,"March 30, 2013","15"
,"April 6, 2013","25"
,"April 13, 2013","15"
,"April 20, 2013","20"
,"April 27, 2013","15"
,"May 4, 2013","20"
,"May 11, 2013","35"
,"May 18, 2013","20"
,"May 25, 2013","20"
,"June 1, 2013","20"
,"June 8, 2013","25"
,"June 15, 2013","20"
,"June 22, 2013","20"
,"June 29, 2013","30"
,"July 6, 2013","15"
,"July 13, 2013","20"
,"July 20, 2013","25"
,"July 27, 2013","20"
,"August 3, 2013","20"
,"August 10, 2013","15"
,"August 17, 2013","20"
,"August 24, 2013","20"
,"August 31, 2013","25"
,"September 7, 2013","20"
,"September 14, 2013","20"
,"September 21, 2013","15"
,"September 28, 2013","25"
,"October 5, 2013","35"
,"October 12, 2013","25"
,"October 19, 2013","20"
,"October 26, 2013","15"
,"November 2, 2013","25"
,"November 9, 2013","20"
,"November 16, 2013","25"
,"November 23, 2013","25"
,"November 30, 2013","20"
,"December 7, 2013","30"
,"December 14, 2013","25"
,"December 21, 2013","15"
,"December 28, 2013","15"
,"January 4, 2014","25"
,"January 11, 2014","20"
,"January 18, 2014","15"
,"January 25, 2014","20"
,"February 1, 2014","20"
,"February 8, 2014","20"
,"February 15, 2014","20"
,"February 22, 2014","20"
,"March 1, 2014","20"
,"March 8, 2014","20"
,"March 15, 2014","20"
,"March 22, 2014","25"
,"March 29, 2014","20"
,"April 5, 2014","25"
,"April 12, 2014","10"
,"April 19, 2014","20"
,"April 26, 2014","25"
,"May 3, 2014","20"
,"May 10, 2014","20"
,"May 17, 2014","20"
,"May 24, 2014","15"
,"May 31, 2014","20"
,"June 7, 2014","25"
,"June 14, 2014","30"
,"June 21, 2014","20"
,"June 28, 2014","25"
,"July 5, 2014","25"
,"July 12, 2014","30"
,"July 19, 2014","30"
,"July 26, 2014","25"
,"August 2, 2014","20"
,"August 9, 2014","30"
,"August 16, 2014","25"
,"August 23, 2014","30"
,"August 30, 2014","30"
,"September 6, 2014","25"
,"September 13, 2014","15"
,"September 20, 2014","35"
,"September 27, 2014","25"
,"October 4, 2014","25"
,"October 11, 2014","15"
,"October 18, 2014","20"
,"October 25, 2014","25"
,"November 1, 2014","30"
,"November 8, 2014","20"
,"November 15, 2014","25"
,"November 22, 2014","15"
,"November 29, 2014","30"
,"December 6, 2014","15"
,"December 13, 2014","15"
,"December 20, 2014","35"
,"December 27, 2014","15"
,"January 3, 2015","25"
,"January 10, 2015","20"
,"January 17, 2015","20"
,"January 24, 2015","20"
,"January 31, 2015","10"
,"February 7, 2015","20"
,"February 14, 2015","25"
,"February 21, 2015","20"
,"February 28, 2015","25"
,"March 7, 2015","20"
,"March 14, 2015","20"
,"March 21, 2015","25"
,"March 28, 2015","20"
,"April 4, 2015","25"
,"April 11, 2015","15"
,"April 18, 2015","25"
,"April 25, 2015","25"
,"May 2, 2015","20"
,"May 9, 2015","20"
,"May 16, 2015","20"
,"May 23, 2015","25"
,"May 30, 2015","25"
,"June 6, 2015","25"
,"June 13, 2015","30"
,"June 20, 2015","30"
,"June 27, 2015","30"
,"July 4, 2015","20"
,"July 11, 2015","25"
,"July 18, 2015","25"
,"July 25, 2015","20"
,"August 1, 2015","20"
,"August 8, 2015","25"
,"August 15, 2015","30"
,"August 22, 2015","25"
,"August 29, 2015","30"
,"September 5, 2015","30"
,"September 12, 2015","30"
,"September 19, 2015","25"
,"September 26, 2015","20"
,"October 3, 2015","25"
,"October 10, 2015","25"
,"October 17, 2015","20"
,"October 24, 2015","20"
,"October 31, 2015","20"
,"November 7, 2015","20"
,"November 14, 2015","20"
,"November 21, 2015","30"
,"November 28, 2015","10"
,"December 5, 2015","20"
,"December 12, 2015","30"
,"December 19, 2015","25"
,"December 26, 2015","15"
,"January 2, 2016","20"
,"January 9, 2016","20"
,"January 16, 2016","20"
,"January 23, 2016","20"
,"January 30, 2016","25"
,"February 6, 2016","25"
,"February 13, 2016","15"
,"February 20, 2016","15"
,"February 27, 2016","20"
,"March 5, 2016","15"
,"March 12, 2016","25"
,"March 19, 2016","15"
,"March 26, 2016","25"
,"April 2, 2016","25"
,"April 9, 2016","25"
,"April 16, 2016","25"
,"April 23, 2016","15"
,"April 30, 2016","25"
,"May 7, 2016","30"
,"May 14, 2016","25"
,"May 21, 2016","15"
,"May 28, 2016","25"
,"June 4, 2016","25"
,"June 11, 2016","20"
,"June 18, 2016","25"
,"June 25, 2016","20"
,"July 2, 2016","20"
,"July 9, 2016","20"
,"July 16, 2016","20"
,"July 23, 2016","20"
,"July 30, 2016","15"
,"August 6, 2016","20"
,"August 13, 2016","35"
,"August 20, 2016","20"
,"August 27, 2016","25"
,"September 3, 2016","20"
,"September 10, 2016","25"
,"September 17, 2016","15"
,"September 24, 2016","20"
,"October 1, 2016","20"
,"October 8, 2016","30"
,"October 15, 2016","25"
,"October 22, 2016","25"
,"October 29, 2016","25"
,"November 5, 2016","15"
,"November 12, 2016","20"
,"November 19, 2016","30"
,"November 26, 2016","20"
,"December 3, 2016","25"
,"December 10, 2016","30"
,"December 17, 2016","20"
,"December 24, 2016","15"
,"December 31, 2016","20"
,"January 7, 2017","25"
,"January 14, 2017","15"
,"January 21, 2017","30"
,"January 28, 2017","10"
,"February 4, 2017","15"
,"February 11, 2017","15"
,"February 18, 2017","20"
,"February 25, 2017","20"
,"March 4, 2017","15"
,"March 11, 2017","15"
,"March 18, 2017","20"
,"March 25, 2017","25"
,"April 1, 2017","15"
,"April 8, 2017","15"
,"April 15, 2017","20"
,"April 22, 2017","25"
,"April 29, 2017","25"
,"May 6, 2017","20"
,"May 13, 2017","20"
,"May 20, 2017","15"
,"May 27, 2017","35"
,"June 3, 2017","15"
,"June 10, 2017","15"
,"June 17, 2017","15"
,"June 24, 2017","25"
,"July 1, 2017","30"
,"July 8, 2017","15"
,"July 15, 2017","15"
,"July 22, 2017","20"
,"July 29, 2017","15"
,"August 5, 2017","25"
,"August 12, 2017","25"
,"August 19, 2017","15"
,"August 26, 2017","25"
,"September 2, 2017","20"
,"September 9, 2017","20"
,"September 16, 2017","20"
,"September 23, 2017","30"
,"September 30, 2017","20"
,"October 7, 2017","20"
,"October 14, 2017","20"
,"October 21, 2017","25"
,"October 28, 2017","25"
,"November 4, 2017","20"
,"November 11, 2017","20"
,"November 18, 2017","15"
,"November 25, 2017","25"
,"December 2, 2017","15"
,"December 9, 2017","20"
,"December 16, 2017","25"
,"December 23, 2017","20"
,"December 30, 2017","25"
,"January 6, 2018","20"
,"January 13, 2018","25"
,"January 20, 2018","25"
,"January 27, 2018","15"
,"February 3, 2018","25"
,"February 10, 2018","10"
,"February 17, 2018","15"
,"February 24, 2018","20"
,"March 3, 2018","30"
,"March 10, 2018","15"
,"March 17, 2018","15"
,"March 24, 2018","35"
,"March 31, 2018","20"
,"April 7, 2018","20"
,"April 14, 2018","20"
,"April 21, 2018","20"
,"April 28, 2018","25"
,"May 5, 2018","25"
,"May 12, 2018","30"
,"May 19, 2018","20"
,"May 26, 2018","35"
,"June 2, 2018","30"
,"June 9, 2018","15"
,"June 16, 2018","20"
,"June 23, 2018","20"
,"June 30, 2018","30"
,"July 7, 2018","15"
,"July 14, 2018","20"
,"July 21, 2018","25"
,"July 28, 2018","20"
,"August 4, 2018","15"
,"August 11, 2018","25"
,"August 18, 2018","20"
,"August 25, 2018","20"
,"September 1, 2018","20"
,"September 8, 2018","15"
,"September 15, 2018","30"
,"September 22, 2018","20"
,"September 29, 2018","20"
,"October 6, 2018","25"
,"October 13, 2018","15"
,"October 20, 2018","20"
,"October 27, 2018","15"
,"November 3, 2018","30"
,"November 10, 2018","20"
,"November 17, 2018","20"
,"November 24, 2018","20"
,"December 1, 2018","20"
,"December 8, 2018","20"
,"December 15, 2018","20"
,"December 22, 2018","20"
,"December 29, 2018","15"
,"January 5, 2019","25"
,"January 12, 2019","20"
,"January 19, 2019","25"
,"January 26, 2019","10"
,"February 2, 2019","10"
,"February 9, 2019","25"
,"February 16, 2019","20"
,"February 23, 2019","25"
,"March 2, 2019","30"
,"March 9, 2019","30"
,"March 16, 2019","30"
,"March 23, 2019","20"
,"March 30, 2019","25"
,"April 6, 2019","30"
,"April 13, 2019","20"
,"April 20, 2019","35"
,"April 27, 2019","15"
,"May 4, 2019","20"
,"May 11, 2019","20"
,"May 18, 2019","20"
,"May 25, 2019","30"
,"June 1, 2019","20"
,"June 8, 2019","20"
,"June 15, 2019","20"
,"June 22, 2019","20"
,"June 29, 2019","20"
,"July 6, 2019","20"
,"July 13, 2019","20"
,"July 20, 2019","30"
,"July 27, 2019","20"
,"August 3, 2019","15"
,"August 10, 2019","20"
,"August 17, 2019","20"
,"August 24, 2019","25"
,"August 31, 2019","10"
,"September 7, 2019","20"
,"September 14, 2019","25"
,"September 21, 2019","25"
,"September 28, 2019","20"
,"October 5, 2019","25"
,"October 12, 2019","15"
,"October 19, 2019","20"
,"October 26, 2019","25"
,"November 2, 2019","25"
,"November 9, 2019","25"
,"November 16, 2019","15"
,"November 23, 2019","20"
,"November 30, 2019","15"
,"December 7, 2019","20"
,"December 14, 2019","20"
,"December 21, 2019","25"
,"December 28, 2019","25"
,"January 4, 2020","25"
,"January 11, 2020","10"
,"January 18, 2020","25"
,"January 25, 2020","30"
,"February 1, 2020","15"
,"February 8, 2020","20"
,"February 15, 2020","20"
,"February 22, 2020","20"
,"February 29, 2020","25"
,"March 7, 2020","25"
,"March 14, 2020","25"
,"March 21, 2020","15"
,"March 28, 2020","20"
,"April 4, 2020","25"
,"April 11, 2020","20"
,"April 18, 2020","20"
,"April 25, 2020","10"
,"May 2, 2020","20"
,"May 9, 2020","15"
,"May 16, 2020","20"
,"May 23, 2020","20"
,"May 30, 2020","10"
,"June 6, 2020","25"
,"June 13, 2020","15"
,"June 20, 2020","20"
,"June 27, 2020","15"
,"July 4, 2020","15"
,"July 11, 2020","10"
,"July 18, 2020","20"
,"July 25, 2020","20"
,"August 1, 2020","15"
,"August 8, 2020","15"
,"August 15, 2020","20"
,"August 22, 2020","15"
,"August 29, 2020","15"
,"September 5, 2020","15"
,"September 12, 2020","25"
,"September 19, 2020","25"
,"September 26, 2020","15"
,"October 3, 2020","20"
,"October 10, 2020","25"
,"October 17, 2020","15"
,"October 24, 2020","20"
,"October 31, 2020","10"
,"November 7, 2020","10"
,"November 14, 2020","15"
,"November 21, 2020","10"
,"November 28, 2020","15"
,"December 5, 2020","15"
,"December 12, 2020","5"
,"December 19, 2020","10"
,"December 26, 2020","10"
,"January 2, 2021","10"
,"January 9, 2021","20"
,"January 16, 2021","15"
,"January 23, 2021","25"
,"January 30, 2021","15"
,"February 6, 2021","25"
,"February 13, 2021","10"
,"February 20, 2021","20"
,"February 27, 2021","15"
,"March 6, 2021","20"
,"March 13, 2021","10"
,"March 20, 2021","20"
,"March 27, 2021","20"
,"April 3, 2021","20"
,"April 10, 2021","30"
,"April 17, 2021","15"
,"April 24, 2021","10"
,"May 1, 2021","20"
,"May 8, 2021","15"
,"May 15, 2021","20"
,"May 22, 2021","30"
,"May 29, 2021","20"
,"June 5, 2021","20"
,"June 12, 2021","15"
,"June 19, 2021","20"
,"June 26, 2021","20"
,"July 3, 2021","10"
,"July 10, 2021","15"
,"July 17, 2021","15"
,"July 24, 2021","10"
,"July 31, 2021","20"
,"August 7, 2021","25"
,"August 14, 2021","25"
,"August 21, 2021","20"
,"August 28, 2021","30"
,"September 4, 2021","15"
,"September 11, 2021","20"
,"September 18, 2021","10"
,"September 25, 2021","15"
,"October 2, 2021","20"
,"October 9, 2021","20"
,"October 16, 2021","20"
,"October 23, 2021","15"
,"October 30, 2021","15"
,"November 6, 2021","25"
,"November 13, 2021","20"
,"November 20, 2021","10"
,"November 27, 2021","25"
,"December 4, 2021","15"
,"December 11, 2021","15"
,"December 18, 2021","20"
,"December 25, 2021","15"
,"January 1, 2022","10"
,"January 8, 2022","20"
,"January 15, 2022","15"
,"January 22, 2022","15"
,"January 29, 2022","20"
,"February 5, 2022","15"
,"February 12, 2022","25"
,"February 19, 2022","20"
,"February 26, 2022","15"
,"March 5, 2022","15"
,"March 12, 2022","25"
,"March 19, 2022","20"
,"March 26, 2022","10"
,"April 2, 2022","10"
,"April 9, 2022","5"
,"April 16, 2022","25"
,"April 23, 2022","20"
,"April 30, 2022","20"
,"May 7, 2022","15"
,"May 14, 2022","25"
,"May 21, 2022","20"
,"May 28, 2022","25"
,"June 4, 2022","15"
,"June 11, 2022","10"
,"June 18, 2022","20"
,"June 25, 2022","15"
,"July 2, 2022","15"
,"July 9, 2022","10"
,"July 16, 2022","15"
,"July 23, 2022","20"
,"July 30, 2022","15"
,"August 6, 2022","20"
,"August 13, 2022","10"
,"August 20, 2022","15"
,"August 27, 2022","15"
,"September 3, 2022","20"
,"September 10, 2022","10"
,"September 17, 2022","15"
,"September 24, 2022","10"
,"October 1, 2022","20"
,"October 8, 2022","15"
,"October 15, 2022","15"
,"October 22, 2022","15"
,"October 29, 2022","5"
,"November 5, 2022","10"
,"November 12, 2022","10"
,"November 19, 2022","10"
,"November 26, 2022","10"
,"December 3, 2022","5"
,"December 10, 2022","10"
,"December 17, 2022","10"
,"December 24, 2022","5"
,"December 31, 2022","10"
,"January 7, 2023","5"
,"January 14, 2023","15"
,"January 21, 2023","0"
,"January 28, 2023","10"
,"February 4, 2023","5"
,"February 11, 2023","10"
,"February 18, 2023","10"
,"February 25, 2023","10"
,"March 4, 2023","5"
"Ontario, place of occurrence","January 9, 2010","15"
,"January 16, 2010","20"
,"January 23, 2010","20"
,"January 30, 2010","15"
,"February 6, 2010","20"
,"February 13, 2010","20"
,"February 20, 2010","20"
,"February 27, 2010","25"
,"March 6, 2010","20"
,"March 13, 2010","30"
,"March 20, 2010","35"
,"March 27, 2010","25"
,"April 3, 2010","20"
,"April 10, 2010","20"
,"April 17, 2010","15"
,"April 24, 2010","25"
,"May 1, 2010","30"
,"May 8, 2010","30"
,"May 15, 2010","30"
,"May 22, 2010","20"
,"May 29, 2010","30"
,"June 5, 2010","15"
,"June 12, 2010","25"
,"June 19, 2010","30"
,"June 26, 2010","35"
,"July 3, 2010","30"
,"July 10, 2010","30"
,"July 17, 2010","20"
,"July 24, 2010","20"
,"July 31, 2010","15"
,"August 7, 2010","25"
,"August 14, 2010","20"
,"August 21, 2010","15"
,"August 28, 2010","15"
,"September 4, 2010","25"
,"September 11, 2010","25"
,"September 18, 2010","15"
,"September 25, 2010","25"
,"October 2, 2010","20"
,"October 9, 2010","25"
,"October 16, 2010","30"
,"October 23, 2010","20"
,"October 30, 2010","15"
,"November 6, 2010","20"
,"November 13, 2010","30"
,"November 20, 2010","20"
,"November 27, 2010","25"
,"December 4, 2010","30"
,"December 11, 2010","25"
,"December 18, 2010","20"
,"December 25, 2010","25"
,"January 1, 2011","20"
,"January 8, 2011","20"
,"January 15, 2011","20"
,"January 22, 2011","15"
,"January 29, 2011","15"
,"February 5, 2011","20"
,"February 12, 2011","25"
,"February 19, 2011","25"
,"February 26, 2011","20"
,"March 5, 2011","25"
,"March 12, 2011","25"
,"March 19, 2011","20"
,"March 26, 2011","20"
,"April 2, 2011","30"
,"April 9, 2011","35"
,"April 16, 2011","25"
,"April 23, 2011","25"
,"April 30, 2011","20"
,"May 7, 2011","20"
,"May 14, 2011","30"
,"May 21, 2011","30"
,"May 28, 2011","25"
,"June 4, 2011","30"
,"June 11, 2011","25"
,"June 18, 2011","25"
,"June 25, 2011","15"
,"July 2, 2011","30"
,"July 9, 2011","25"
,"July 16, 2011","20"
,"July 23, 2011","25"
,"July 30, 2011","20"
,"August 6, 2011","30"
,"August 13, 2011","30"
,"August 20, 2011","35"
,"August 27, 2011","20"
,"September 3, 2011","20"
,"September 10, 2011","25"
,"September 17, 2011","20"
,"September 24, 2011","35"
,"October 1, 2011","20"
,"October 8, 2011","30"
,"October 15, 2011","15"
,"October 22, 2011","20"
,"October 29, 2011","25"
,"November 5, 2011","15"
,"November 12, 2011","25"
,"November 19, 2011","15"
,"November 26, 2011","25"
,"December 3, 2011","20"
,"December 10, 2011","20"
,"December 17, 2011","25"
,"December 24, 2011","25"
,"December 31, 2011","15"
,"January 7, 2012","15"
,"January 14, 2012","25"
,"January 21, 2012","15"
,"January 28, 2012","25"
,"February 4, 2012","35"
,"February 11, 2012","25"
,"February 18, 2012","20"
,"February 25, 2012","20"
,"March 3, 2012","25"
,"March 10, 2012","25"
,"March 17, 2012","20"
,"March 24, 2012","20"
,"March 31, 2012","25"
,"April 7, 2012","20"
,"April 14, 2012","20"
,"April 21, 2012","15"
,"April 28, 2012","20"
,"May 5, 2012","30"
,"May 12, 2012","25"
,"May 19, 2012","30"
,"May 26, 2012","30"
,"June 2, 2012","25"
,"June 9, 2012","30"
,"June 16, 2012","25"
,"June 23, 2012","35"
,"June 30, 2012","20"
,"July 7, 2012","15"
,"July 14, 2012","15"
,"July 21, 2012","30"
,"July 28, 2012","15"
,"August 4, 2012","25"
,"August 11, 2012","20"
,"August 18, 2012","20"
,"August 25, 2012","20"
,"September 1, 2012","30"
,"September 8, 2012","40"
,"September 15, 2012","25"
,"September 22, 2012","20"
,"September 29, 2012","15"
,"October 6, 2012","20"
,"October 13, 2012","30"
,"October 20, 2012","25"
,"October 27, 2012","30"
,"November 3, 2012","25"
,"November 10, 2012","30"
,"November 17, 2012","25"
,"November 24, 2012","15"
,"December 1, 2012","25"
,"December 8, 2012","25"
,"December 15, 2012","15"
,"December 22, 2012","20"
,"December 29, 2012","20"
,"January 5, 2013","5"
,"January 12, 2013","25"
,"January 19, 2013","25"
,"January 26, 2013","25"
,"February 2, 2013","15"
,"February 9, 2013","20"
,"February 16, 2013","25"
,"February 23, 2013","15"
,"March 2, 2013","30"
,"March 9, 2013","25"
,"March 16, 2013","20"
,"March 23, 2013","35"
,"March 30, 2013","25"
,"April 6, 2013","30"
,"April 13, 2013","20"
,"April 20, 2013","20"
,"April 27, 2013","30"
,"May 4, 2013","20"
,"May 11, 2013","40"
,"May 18, 2013","20"
,"May 25, 2013","30"
,"June 1, 2013","30"
,"June 8, 2013","25"
,"June 15, 2013","20"
,"June 22, 2013","30"
,"June 29, 2013","25"
,"July 6, 2013","25"
,"July 13, 2013","20"
,"July 20, 2013","35"
,"July 27, 2013","20"
,"August 3, 2013","25"
,"August 10, 2013","25"
,"August 17, 2013","25"
,"August 24, 2013","25"
,"August 31, 2013","25"
,"September 7, 2013","25"
,"September 14, 2013","20"
,"September 21, 2013","20"
,"September 28, 2013","35"
,"October 5, 2013","25"
,"October 12, 2013","25"
,"October 19, 2013","30"
,"October 26, 2013","15"
,"November 2, 2013","25"
,"November 9, 2013","25"
,"November 16, 2013","15"
,"November 23, 2013","25"
,"November 30, 2013","35"
,"December 7, 2013","20"
,"December 14, 2013","10"
,"December 21, 2013","30"
,"December 28, 2013","15"
,"January 4, 2014","25"
,"January 11, 2014","30"
,"January 18, 2014","25"
,"January 25, 2014","20"
,"February 1, 2014","25"
,"February 8, 2014","25"
,"February 15, 2014","25"
,"February 22, 2014","10"
,"March 1, 2014","20"
,"March 8, 2014","25"
,"March 15, 2014","20"
,"March 22, 2014","25"
,"March 29, 2014","15"
,"April 5, 2014","25"
,"April 12, 2014","25"
,"April 19, 2014","30"
,"April 26, 2014","15"
,"May 3, 2014","20"
,"May 10, 2014","20"
,"May 17, 2014","25"
,"May 24, 2014","30"
,"May 31, 2014","25"
,"June 7, 2014","25"
,"June 14, 2014","20"
,"June 21, 2014","20"
,"June 28, 2014","30"
,"July 5, 2014","25"
,"July 12, 2014","20"
,"July 19, 2014","25"
,"July 26, 2014","25"
,"August 2, 2014","20"
,"August 9, 2014","20"
,"August 16, 2014","35"
,"August 23, 2014","35"
,"August 30, 2014","35"
,"September 6, 2014","40"
,"September 13, 2014","35"
,"September 20, 2014","25"
,"September 27, 2014","30"
,"October 4, 2014","25"
,"October 11, 2014","20"
,"October 18, 2014","30"
,"October 25, 2014","25"
,"November 1, 2014","30"
,"November 8, 2014","30"
,"November 15, 2014","25"
,"November 22, 2014","25"
,"November 29, 2014","30"
,"December 6, 2014","25"
,"December 13, 2014","25"
,"December 20, 2014","20"
,"December 27, 2014","25"
,"January 3, 2015","30"
,"January 10, 2015","25"
,"January 17, 2015","25"
,"January 24, 2015","25"
,"January 31, 2015","20"
,"February 7, 2015","30"
,"February 14, 2015","25"
,"February 21, 2015","25"
,"February 28, 2015","20"
,"March 7, 2015","25"
,"March 14, 2015","30"
,"March 21, 2015","25"
,"March 28, 2015","30"
,"April 4, 2015","30"
,"April 11, 2015","30"
,"April 18, 2015","35"
,"April 25, 2015","30"
,"May 2, 2015","30"
,"May 9, 2015","15"
,"May 16, 2015","30"
,"May 23, 2015","30"
,"May 30, 2015","25"
,"June 6, 2015","25"
,"June 13, 2015","30"
,"June 20, 2015","25"
,"June 27, 2015","30"
,"July 4, 2015","20"
,"July 11, 2015","30"
,"July 18, 2015","25"
,"July 25, 2015","30"
,"August 1, 2015","25"
,"August 8, 2015","25"
,"August 15, 2015","25"
,"August 22, 2015","40"
,"August 29, 2015","25"
,"September 5, 2015","30"
,"September 12, 2015","25"
,"September 19, 2015","25"
,"September 26, 2015","30"
,"October 3, 2015","25"
,"October 10, 2015","30"
,"October 17, 2015","20"
,"October 24, 2015","25"
,"October 31, 2015","25"
,"November 7, 2015","30"
,"November 14, 2015","25"
,"November 21, 2015","35"
,"November 28, 2015","25"
,"December 5, 2015","25"
,"December 12, 2015","35"
,"December 19, 2015","35"
,"December 26, 2015","15"
,"January 2, 2016","15"
,"January 9, 2016","25"
,"January 16, 2016","30"
,"January 23, 2016","15"
,"January 30, 2016","25"
,"February 6, 2016","30"
,"February 13, 2016","25"
,"February 20, 2016","35"
,"February 27, 2016","25"
,"March 5, 2016","20"
,"March 12, 2016","35"
,"March 19, 2016","30"
,"March 26, 2016","30"
,"April 2, 2016","35"
,"April 9, 2016","25"
,"April 16, 2016","25"
,"April 23, 2016","30"
,"April 30, 2016","30"
,"May 7, 2016","35"
,"May 14, 2016","25"
